time,type,sellToken,sellTokenAmount,buyToken,buyTokenAmount,utilityToken,utilityTokenAmount,utilityTokenTotalSupply,balanceOfBaseToken,balanceOfTargetToken,owner,exchangeRate
1661835864.698582,Swapped,0xbe48151AC9825FB3dDedbC7C9bb90d3AafDc1884,10000000,0x213603C6eC0b56158686C4d19325b8349bB552e7,,0x45f577B9df1c9ffCf044Bf21836818c58DbAD058,,0,0,0,,

1661835864.699599,ExchangeRate,0xbe48151AC9825FB3dDedbC7C9bb90d3AafDc1884,,,,0x45f577B9df1c9ffCf044Bf21836818c58DbAD058,,,,,,1000000000000000000

1661835868.906209,Swapped,0xbe48151AC9825FB3dDedbC7C9bb90d3AafDc1884,10000000,0x213603C6eC0b56158686C4d19325b8349bB552e7,,0x45f577B9df1c9ffCf044Bf21836818c58DbAD058,,0,0,0,,

1661835868.907209,ExchangeRate,0xbe48151AC9825FB3dDedbC7C9bb90d3AafDc1884,,,,0x45f577B9df1c9ffCf044Bf21836818c58DbAD058,,,,,,1000000000000000000

1661835875.048582,Swapped,0xbe48151AC9825FB3dDedbC7C9bb90d3AafDc1884,10000000,0x213603C6eC0b56158686C4d19325b8349bB552e7,,0x45f577B9df1c9ffCf044Bf21836818c58DbAD058,,0,0,0,,

1661835875.048582,ExchangeRate,0xbe48151AC9825FB3dDedbC7C9bb90d3AafDc1884,,,,0x45f577B9df1c9ffCf044Bf21836818c58DbAD058,,,,,,1000000000000000000

1661835879.154462,Swapped,0xbe48151AC9825FB3dDedbC7C9bb90d3AafDc1884,10000000,0x213603C6eC0b56158686C4d19325b8349bB552e7,,0x45f577B9df1c9ffCf044Bf21836818c58DbAD058,,0,0,0,,

1661835879.154462,ExchangeRate,0xbe48151AC9825FB3dDedbC7C9bb90d3AafDc1884,,,,0x45f577B9df1c9ffCf044Bf21836818c58DbAD058,,,,,,1000000000000000000

1661835883.304386,Swapped,0xbe48151AC9825FB3dDedbC7C9bb90d3AafDc1884,10000000,0x213603C6eC0b56158686C4d19325b8349bB552e7,,0x45f577B9df1c9ffCf044Bf21836818c58DbAD058,,0,0,0,,

1661835883.304386,ExchangeRate,0xbe48151AC9825FB3dDedbC7C9bb90d3AafDc1884,,,,0x45f577B9df1c9ffCf044Bf21836818c58DbAD058,,,,,,1000000000000000000

1661835887.696277,Swapped,0xbe48151AC9825FB3dDedbC7C9bb90d3AafDc1884,10000000,0x213603C6eC0b56158686C4d19325b8349bB552e7,,0x45f577B9df1c9ffCf044Bf21836818c58DbAD058,,0,0,0,,

1661835887.696277,ExchangeRate,0xbe48151AC9825FB3dDedbC7C9bb90d3AafDc1884,,,,0x45f577B9df1c9ffCf044Bf21836818c58DbAD058,,,,,,1000000000000000000

1661835893.85345,Swapped,0xbe48151AC9825FB3dDedbC7C9bb90d3AafDc1884,10000000,0x213603C6eC0b56158686C4d19325b8349bB552e7,,0x45f577B9df1c9ffCf044Bf21836818c58DbAD058,,0,0,0,,

1661835893.85345,ExchangeRate,0xbe48151AC9825FB3dDedbC7C9bb90d3AafDc1884,,,,0x45f577B9df1c9ffCf044Bf21836818c58DbAD058,,,,,,1000000000000000000

1661835897.95908,Swapped,0xbe48151AC9825FB3dDedbC7C9bb90d3AafDc1884,10000000,0x213603C6eC0b56158686C4d19325b8349bB552e7,,0x45f577B9df1c9ffCf044Bf21836818c58DbAD058,,0,0,0,,

1661835897.95908,ExchangeRate,0xbe48151AC9825FB3dDedbC7C9bb90d3AafDc1884,,,,0x45f577B9df1c9ffCf044Bf21836818c58DbAD058,,,,,,1000000000000000000

1661835902.041691,Swapped,0xbe48151AC9825FB3dDedbC7C9bb90d3AafDc1884,10000000,0x213603C6eC0b56158686C4d19325b8349bB552e7,,0x45f577B9df1c9ffCf044Bf21836818c58DbAD058,,0,0,0,,

1661835902.041691,ExchangeRate,0xbe48151AC9825FB3dDedbC7C9bb90d3AafDc1884,,,,0x45f577B9df1c9ffCf044Bf21836818c58DbAD058,,,,,,1000000000000000000

1661835906.223542,Swapped,0xbe48151AC9825FB3dDedbC7C9bb90d3AafDc1884,10000000,0x213603C6eC0b56158686C4d19325b8349bB552e7,,0x45f577B9df1c9ffCf044Bf21836818c58DbAD058,,0,0,0,,

1661835906.226122,ExchangeRate,0xbe48151AC9825FB3dDedbC7C9bb90d3AafDc1884,,,,0x45f577B9df1c9ffCf044Bf21836818c58DbAD058,,,,,,1000000000000000000

1661835912.370604,Swapped,0xbe48151AC9825FB3dDedbC7C9bb90d3AafDc1884,10000000,0x213603C6eC0b56158686C4d19325b8349bB552e7,,0x45f577B9df1c9ffCf044Bf21836818c58DbAD058,,0,0,0,,

1661835912.370604,ExchangeRate,0xbe48151AC9825FB3dDedbC7C9bb90d3AafDc1884,,,,0x45f577B9df1c9ffCf044Bf21836818c58DbAD058,,,,,,1000000000000000000

1661835916.503481,Swapped,0xbe48151AC9825FB3dDedbC7C9bb90d3AafDc1884,10000000,0x213603C6eC0b56158686C4d19325b8349bB552e7,,0x45f577B9df1c9ffCf044Bf21836818c58DbAD058,,0,0,0,,

1661835916.503481,ExchangeRate,0xbe48151AC9825FB3dDedbC7C9bb90d3AafDc1884,,,,0x45f577B9df1c9ffCf044Bf21836818c58DbAD058,,,,,,1000000000000000000

1661835920.577666,Swapped,0xbe48151AC9825FB3dDedbC7C9bb90d3AafDc1884,10000000,0x213603C6eC0b56158686C4d19325b8349bB552e7,,0x45f577B9df1c9ffCf044Bf21836818c58DbAD058,,0,0,0,,

1661835920.577666,ExchangeRate,0xbe48151AC9825FB3dDedbC7C9bb90d3AafDc1884,,,,0x45f577B9df1c9ffCf044Bf21836818c58DbAD058,,,,,,1000000000000000000

1661835924.770253,Swapped,0xbe48151AC9825FB3dDedbC7C9bb90d3AafDc1884,10000000,0x213603C6eC0b56158686C4d19325b8349bB552e7,,0x45f577B9df1c9ffCf044Bf21836818c58DbAD058,,0,0,0,,

1661835924.770253,ExchangeRate,0xbe48151AC9825FB3dDedbC7C9bb90d3AafDc1884,,,,0x45f577B9df1c9ffCf044Bf21836818c58DbAD058,,,,,,1000000000000000000

1661835930.970726,Swapped,0xbe48151AC9825FB3dDedbC7C9bb90d3AafDc1884,10000000,0x213603C6eC0b56158686C4d19325b8349bB552e7,,0x45f577B9df1c9ffCf044Bf21836818c58DbAD058,,0,0,0,,

1661835930.970726,ExchangeRate,0xbe48151AC9825FB3dDedbC7C9bb90d3AafDc1884,,,,0x45f577B9df1c9ffCf044Bf21836818c58DbAD058,,,,,,1000000000000000000

1661835935.069621,Swapped,0xbe48151AC9825FB3dDedbC7C9bb90d3AafDc1884,10000000,0x213603C6eC0b56158686C4d19325b8349bB552e7,,0x45f577B9df1c9ffCf044Bf21836818c58DbAD058,,0,0,0,,

1661835935.070566,ExchangeRate,0xbe48151AC9825FB3dDedbC7C9bb90d3AafDc1884,,,,0x45f577B9df1c9ffCf044Bf21836818c58DbAD058,,,,,,1000000000000000000

1661835939.177826,Swapped,0xbe48151AC9825FB3dDedbC7C9bb90d3AafDc1884,10000000,0x213603C6eC0b56158686C4d19325b8349bB552e7,,0x45f577B9df1c9ffCf044Bf21836818c58DbAD058,,0,0,0,,

1661835939.177826,ExchangeRate,0xbe48151AC9825FB3dDedbC7C9bb90d3AafDc1884,,,,0x45f577B9df1c9ffCf044Bf21836818c58DbAD058,,,,,,1000000000000000000

1661835943.455329,Swapped,0xbe48151AC9825FB3dDedbC7C9bb90d3AafDc1884,10000000,0x213603C6eC0b56158686C4d19325b8349bB552e7,,0x45f577B9df1c9ffCf044Bf21836818c58DbAD058,,0,0,0,,

1661835943.455329,ExchangeRate,0xbe48151AC9825FB3dDedbC7C9bb90d3AafDc1884,,,,0x45f577B9df1c9ffCf044Bf21836818c58DbAD058,,,,,,1000000000000000000

1661835947.625984,Swapped,0xbe48151AC9825FB3dDedbC7C9bb90d3AafDc1884,10000000,0x213603C6eC0b56158686C4d19325b8349bB552e7,,0x45f577B9df1c9ffCf044Bf21836818c58DbAD058,,0,0,0,,

1661835947.625984,ExchangeRate,0xbe48151AC9825FB3dDedbC7C9bb90d3AafDc1884,,,,0x45f577B9df1c9ffCf044Bf21836818c58DbAD058,,,,,,1000000000000000000

1661835953.752455,Swapped,0xbe48151AC9825FB3dDedbC7C9bb90d3AafDc1884,10000000,0x213603C6eC0b56158686C4d19325b8349bB552e7,,0x45f577B9df1c9ffCf044Bf21836818c58DbAD058,,0,0,0,,

1661835953.752455,ExchangeRate,0xbe48151AC9825FB3dDedbC7C9bb90d3AafDc1884,,,,0x45f577B9df1c9ffCf044Bf21836818c58DbAD058,,,,,,1000000000000000000

1661835957.839272,Swapped,0xbe48151AC9825FB3dDedbC7C9bb90d3AafDc1884,10000000,0x213603C6eC0b56158686C4d19325b8349bB552e7,,0x45f577B9df1c9ffCf044Bf21836818c58DbAD058,,0,0,0,,

1661835957.839272,ExchangeRate,0xbe48151AC9825FB3dDedbC7C9bb90d3AafDc1884,,,,0x45f577B9df1c9ffCf044Bf21836818c58DbAD058,,,,,,1000000000000000000

1661835961.951532,Swapped,0xbe48151AC9825FB3dDedbC7C9bb90d3AafDc1884,10000000,0x213603C6eC0b56158686C4d19325b8349bB552e7,,0x45f577B9df1c9ffCf044Bf21836818c58DbAD058,,0,0,0,,

1661835961.955945,ExchangeRate,0xbe48151AC9825FB3dDedbC7C9bb90d3AafDc1884,,,,0x45f577B9df1c9ffCf044Bf21836818c58DbAD058,,,,,,1000000000000000000

1661835966.281623,Swapped,0xbe48151AC9825FB3dDedbC7C9bb90d3AafDc1884,10000000,0x213603C6eC0b56158686C4d19325b8349bB552e7,,0x45f577B9df1c9ffCf044Bf21836818c58DbAD058,,0,0,0,,

1661835966.281623,ExchangeRate,0xbe48151AC9825FB3dDedbC7C9bb90d3AafDc1884,,,,0x45f577B9df1c9ffCf044Bf21836818c58DbAD058,,,,,,1000000000000000000

1661835970.48178,Swapped,0xbe48151AC9825FB3dDedbC7C9bb90d3AafDc1884,10000000,0x213603C6eC0b56158686C4d19325b8349bB552e7,,0x45f577B9df1c9ffCf044Bf21836818c58DbAD058,,0,0,0,,

1661835970.48279,ExchangeRate,0xbe48151AC9825FB3dDedbC7C9bb90d3AafDc1884,,,,0x45f577B9df1c9ffCf044Bf21836818c58DbAD058,,,,,,1000000000000000000

